id,imdb_id,popularity,budget,original_title,cast,homepage,director,overview,genres,revenue_adj
1892,tt0086190,4.828854,32350000,Return of the Jedi,"Mark Hamill,Harrison Ford,Carrie Fisher,Billy Dee Williams,Anthony Daniels",http://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi,Richard Marquand,"As Rebel leaders map their strategy for an all-out attack on the Emperor's newer, bigger Death Star. Han Solo remains frozen in the cavernous desert fortress of Jabba the Hutt, the most loathsome outlaw in the universe, who is also keeping Princess Leia as a slave girl. Now a master of the Force, Luke Skywalker rescues his friends, but he cannot become a true Jedi Knight until he wages his own crucial battle against Darth Vader, who has sworn to win Luke over to the dark side of the Force.","Adventure,Action,Science Fiction",1253818981.12
36670,tt0086006,1.774018,36000000,Never Say Never Again,"Sean Connery,Kim Basinger,Klaus Maria Brandauer,Barbara Carrera,Max von Sydow",http://www.mgm.com/view/movie/1345/Never-Say-Never-Again/,Irvin Kershner,"James Bond returns as the secret agent 007 one more time to battle the evil organization SPECTRE. Bond must defeat Largo, who has stolen two atomic warheads for nuclear blackmail. But Bond has an ally in Largo's girlfriend, the willowy Domino, who falls for Bond and seeks revenge. This is the last time for Sean Connery as Her Majesty's Secret Agent 007.","Adventure,Action,Thriller",350289919.64
700,tt0086034,1.575742,27500000,Octopussy,"Roger Moore,Maud Adams,Louis Jourdan,Kristina Wayborn,Kabir Bedi",http://www.mgm.com/view/movie/1394/Octopussy/,John Glen,James Bond is sent to investigate after a fellow â€œ00â€ agent is found dead with a priceless Farberge egg. James bond follows the mystery and uncovers a smuggling scandal and a Russian General who wants to provoke a new World War.,"Adventure,Action,Thriller",402176613.99
860,tt0086567,1.106471,12000000,WarGames,"Matthew Broderick,Dabney Coleman,Ally Sheedy,John Wood,Barry Corbin",http://www.mgm.com/title_title.do?title_star=WARGAMES,John Badham,"High School student David Lightman (Matthew Broderick) has a talent for hacking. But while trying to hack into a computer system to play unreleased video games, he unwittingly taps into the Defense Department's war computer and initiates a confrontation of global proportions! Together with his girlfriend (Ally Sheedy) and a wizardly computer genius (John Wood), David must race against time to outwit his opponent...and prevent a nuclear Armageddon.","Thriller,Science Fiction",174198448.00
8769,tt0085333,0.560348,0,Christine,"Keith Gordon,John Stockwell,Alexandra Paul,Robert Prosky,Harry Dean Stanton",http://www.theofficialjohncarpenter.com/christine/,John Carpenter,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory. As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty. Arnie's girlfriend Leigh and best friend Dennis reach out to him, only to be met by a Fury like no other.","Mystery,Drama,Horror,Thriller",46413414.35
232,tt0086216,0.311401,10000000,Rumble Fish,"Matt Dillon,Mickey Rourke,Diane Lane,Dennis Hopper,Diana Scarwid",http://www.rumblefishdvd.com/,Francis Ford Coppola,"Rusty James, an absent-minded street thug struggles to live up to his legendary older brother's reputation, and longs for the days when gang warfare was going on.","Action,Adventure,Crime,Drama,Romance",5461194.99
807,tt0114369,4.76535899999999,33000000,Se7en,"Brad Pitt,Morgan Freeman,Gwyneth Paltrow,John C. McGinley,Kevin Spacey",http://www.sevenmovie.com/,David Fincher,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.","Crime,Mystery,Thriller",468372425.44
862,tt0114709,4.282462,30000000,Toy Story,"Tom Hanks,Tim Allen,Don Rickles,Jim Varney,Wallace Shawn",http://toystory.disney.com/toy-story,John Lasseter,Woody the cowboy is young Andyâ€™s favorite toy. Yet this changes when Andy get the new super toy Buzz Lightyear for his birthday. Now that Woody is no longer number one he plans his revenge on Buzz. Toy Story is a milestone in film history for being the first feature film to use entirely computer animation.,"Animation,Comedy,Family",517950958.48
629,tt0114814,3.440238,6000000,The Usual Suspects,"Stephen Baldwin,Gabriel Byrne,Chazz Palminteri,Kevin Pollak,Pete Postlethwaite",http://www.mgm.com/#/our-titles/2083/The-Usual-Suspects,Bryan Singer,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor â€“ leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.","Drama,Crime,Thriller",33401010.43
710,tt0113189,2.440099,58000000,GoldenEye,"Pierce Brosnan,Sean Bean,Izabella Scorupco,Famke Janssen,Joe Don Baker",http://www.mgm.com/view/movie/757/Goldeneye/,Martin Campbell,James Bond must unmask the mysterious head of the Janus Syndicate and prevent the leader from utilizing the GoldenEye weapons system to inflict devastating revenge on Britain.,"Adventure,Action,Thriller",503977993.45
451,tt0113627,1.162695,3600000,Leaving Las Vegas,"Nicolas Cage,Elisabeth Shue,Julian Sands,Richard Lewis,Steven Weber",http://www.mgm.com/title_title.do?title_star=LEAVINGL,Mike Figgis,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.","Drama,Romance",71262149.98
532,tt0112691,1.115152,0,A Close Shave,"Peter Sallis,Anne Reid",http://www.wallaceandgromit.com/films/a-close-shave,Nick Park,"Wallace falls in love with wool-shop owner Wendolene, not suspecting that she (or rather, her dog) is at the head of a fiendish sheep-rustling plot. Gromit is set up and jailed, but his new-found sheepish friend is determine to give Wallace a helping hand in finding out the real truth.","Family,Animation,Comedy",0.00
9070,tt0113820,0.932073,15000000,Mighty Morphin Power Rangers: The Movie,"Jason David Frank,Karan Ashley,Johnny Yong Bosch,Steve Cardenas,Amy Jo Johnson",http://www.powerrangers.com/,Bryan Spicer,"Four athletically able teenagers along with their brainy friend Billy are selected by Zordon to fight the evil of Rita Repulsa, her monsters and her minions after the witch is accidentally released from imprisonment in an intergalactic dumpster on the moon. Later in the series, the rangers are joined by Tommy, the once evil Green Ranger designed for Rita's evil, but later was deprogrammed and spent two portions of the series briefly as the Green Ranger. Over time, some rangers had to pass their powers to others as well. Action scenes and scenes with Rita were edited from footage based on Japanese action sagas. Replacement villain Lord Zedd was designed in the U.S.","Action,Adventure,Science Fiction,Family,Fantasy",94443813.23
10634,tt0113118,0.805549,3500000,Friday,"Ice Cube,Chris Tucker,Nia Long,Tommy 'Tiny' Lister,John Witherspoon",http://www.newline.com/properties/friday.html,F. Gary Gray,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.","Comedy,Drama",40376043.78
281,tt0114558,0.526485,42000000,Strange Days,"Ralph Fiennes,Angela Bassett,Tom Sizemore,Juliette Lewis,Vincent D'Onofrio",http://www.strange-days.com,Kathryn Bigelow,"Set in the year 1999 during the last days of the old millennium, the movie tells the story of Lenny Nero, an ex-cop who now deals with data-discs containing recorded memories and emotions. One day he receives a disc which contains the memories of a murderer killing a prostitute. Lenny investigates and is pulled deeper and deeper in a whirl of blackmail, murder and rape. Will he survive and solve the case?","Crime,Drama,Science Fiction,Thriller",11389481.71
12122,tt0114852,0.3856,0,Village of the Damned,"Christopher Reeve,Kirstie Alley,Linda Kozlowski,Michael ParÃ©,Meredith Salenger",http://www.theofficialjohncarpenter.com/village-of-the-damned/,John Carpenter,"An American village is visited by some unknown life form which leaves the women of the village pregnant. Nine months later, the babies are born, and they all look normal, but it doesn't take the ""parents"" long to realize that the kids are not human or humane.","Thriller,Horror,Science Fiction",0.00
812,tt0103639,3.966538,28000000,Aladdin,"Scott Weinger,Robin Williams,Linda Larkin,Jonathan Freeman,Frank Welker",http://movies.disney.com/aladdin,Ron Clements|John Musker,"Princess Jasmine grows tired of being forced to remain in the palace and she sneaks out into the marketplace  in disguise where she meets street-urchin Aladdin and the two fall in love, although she may only marry a prince. After being thrown in jail, Aladdin and becomes embroiled in a plot to find a mysterious lamp with which the evil Jafar hopes to rule the land.","Animation,Family,Comedy,Adventure,Fantasy",783306265.86
881,tt0104257,1.199355,40000000,A Few Good Men,"Tom Cruise,Jack Nicholson,Demi Moore,Kevin Bacon,Kiefer Sutherland",http://www.sonymoviechannel.com/programs/few-good-men,Rob Reiner,"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.","Drama,Thriller",378001136.30
402,tt0103772,1.070577,49000000,Basic Instinct,"Michael Douglas,Sharon Stone,George Dzundza,Jeanne Tripplehorn,Denis Arndt",https://www.sonymoviechannel.com/movies/basic-instinct,Paul Verhoeven,"A police detective is in charge of the investigation of a brutal murder, in which a beautiful and seductive woman could be involved.","Thriller,Mystery",548457466.20
11386,tt0104036,0.420957,3705538,The Crying Game,"Stephen Rea,Jaye Davidson,Miranda Richardson,Forest Whitaker,Adrian Dunbar",http://www.miramax.com/movie/the-crying-game/,Neil Jordan,"Irish Republican Army member Fergus (Stephen Rea) forms an unexpected bond with Jody (Forest Whitaker), a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude (Miranda Richardson) and Maguire (Adrian Dunbar). Jody makes Fergus promise he'll visit his girlfriend, Dil (Jaye Davidson), in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil.","Romance,Crime,Drama,Thriller",97202580.74
2687,tt0104850,0.354374,40000000,Memoirs of an Invisible Man,"Chevy Chase,Daryl Hannah,Sam Neill,Michael McKean,Stephen Tobolowsky",http://www.theofficialjohncarpenter.com/memoirs-of-an-invisible-man/,John Carpenter,"After a freak accident, an invisible yuppie runs for his life from a treacherous CIA official while trying to cope with his new life.","Action,Comedy,Drama,Fantasy,Science Fiction",22312731.53
85,tt0082971,4.5783,18000000,Raiders of the Lost Ark,"Harrison Ford,Karen Allen,Paul Freeman,Ronald Lacey,John Rhys-Davies",http://www.indianajones.com,Steven Spielberg,"When Dr. Indiana Jones â€“ the tweed-suited professor who just happens to be a celebrated archaeologist â€“ is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.","Adventure,Action",935116878.23
699,tt0082398,1.771093,28000000,For Your Eyes Only,"Roger Moore,Carole Bouquet,Chaim Topol,Lynn-Holly Johnson,Julian Glover",http://www.mgm.com/view/movie/695/For-Your-Eyes-Only/,John Glen,A British spy ship has sunk and on board was a hi-tech encryption device. James Bond is sent to find the device that holds British launching instructions before the enemy Soviets get to it first.,"Adventure,Action,Thriller",468397365.83
10948,tt0082406,1.278646,12000000,The Fox and the Hound,"Mickey Rooney,Kurt Russell,Pearl Bailey,Jack Albertson,Sandy Duncan",http://movies.disney.com/the-fox-and-the-hound,Ted Berman|Art Stevens|Richard Rich,"When a feisty little fox named Tod is adopted into a farm family, he quickly becomes friends with a fun and adorable hound puppy named Copper. Life is full of hilarious adventures until Copper is expected to take on his role as a hunting dog -- and the object of his search is his best friend!","Adventure,Animation,Drama,Family",71466085.98
1103,tt0082340,1.003963,6000000,Escape from New York,"Kurt Russell,Lee Van Cleef,Ernest Borgnine,Donald Pleasence,Isaac Hayes",http://www.theofficialjohncarpenter.com/escape-from-new-york/,John Carpenter,"In 1997, the island of Manhattan has been walled off and turned into a giant maximum security prison within which the country's worst criminals are left to form their own anarchic society. However, when the President of the United States crash lands on the island, the authorities turn to a former soldier and current convict, Snake Plissken, to rescue him.","Science Fiction,Action",119909540.24
11281,tt0082495,0.564939,2500000,Halloween II,"Jamie Lee Curtis,Donald Pleasence,Charles Cyphers,Jeffrey Kramer,Lance Guest",https://www.uphe.com/movies/halloween-ii,Rick Rosenthal,"After failing to kill stubborn survivor Laurie and taking a bullet or six from former psychiatrist Dr. Sam Loomis, Michael Myers has followed Laurie to the Haddonfield Memorial Hospital, where she's been admitted for Myers' attempt on her life. The institution proves to be particularly suited to serial killers, however, as Myers cuts, stabs and slashes his way through hospital staff to reach his favorite victim.","Horror,Thriller",61234967.54
10323,tt0082186,0.20326,15000000,Clash of the Titans,"Laurence Olivier,Claire Bloom,Maggie Smith,Jack Gwillim,Harry Hamlin",http://www.warnervideo.com/clashofthetitans1981/,Desmond Davis,"To win the right to marry his love, the beautiful princess Andromeda, and fulfil his destiny, Perseus must complete various tasks including taming Pegasus, capturing Medusa's head, and battling the Kraken monster.","Adventure,Fantasy,Family",98547243.16
954,tt0117060,3.293387,80000000,Mission: Impossible,"Tom Cruise,Jon Voight,Emmanuelle BÃ©art,Henry Czerny,Jean Reno",http://www.missionimpossible.com/,Brian De Palma,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.","Adventure,Action,Thriller",636297139.64
275,tt0116282,2.775756,7000000,Fargo,"William H. Macy,Frances McDormand,Steve Buscemi,Peter Stormare,Kristin RudrÃ¼d",http://www.themoviefargo.com/,Joel Coen,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!","Crime,Drama,Thriller",84263782.23
75,tt0116996,2.036325,70000000,Mars Attacks!,"Jack Nicholson,Glenn Close,Annette Bening,Pierce Brosnan,Danny DeVito",http://marsattacks.warnerbros.com/,Tim Burton,"'We come in peace' is not what those green men from Mars mean when they invade our planet, armed with irresistible weapons and a cruel sense of humor.  This star studded cast must play victim to the alienâ€™s fun and games in this comedy homage to science fiction films of the '50s and '60s.","Comedy,Fantasy,Science Fiction",140927684.68
454,tt0117509,1.920156,14500000,Romeo + Juliet,"Leonardo DiCaprio,Claire Danes,John Leguizamo,Harold Perrineau,Pete Postlethwaite",http://www.romeoandjuliet.com/,Baz Luhrmann,"In director Baz Luhrmann's contemporary take on William Shakespeare's classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bard's dialogue remains.","Drama,Romance",204777203.17
11238,tt0115491,1.84108,0,Aladdin and the King of Thieves,"Scott Weinger,Linda Larkin,Robin Williams,John Rhys-Davies,Gilbert Gottfried",http://movies.disney.com/aladdin-and-the-king-of-thieves,Tad Stones,"Legendary secrets are revealed as Aladdin and his friendsâ€”Jasmine, Abu, Carpet and, of course, the always entertaining Genieâ€”face all sorts of terrifying threats and make some exciting last-minute escapes pursuing the King Of Thieves and his villainous crew.","Adventure,Animation,Family",0.00
2300,tt0117705,1.617244,80000000,Space Jam,"Michael Jordan,Wayne Knight,Billy West,Dee Bradley Baker,Theresa Randle",http://www.warnerbros.com/archive/spacejam/movie/jam.htm,Joe Pytka,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.","Animation,Comedy,Drama,Family,Fantasy",319749849.96
9268,tt0116213,1.585785,100000000,Eraser,"Arnold Schwarzenegger,James Caan,Vanessa Williams,James Coburn,Robert Pastorelli",http://www.warnerbros.com/eraser,Chuck Russell,"U.S. Marshall John Kruger erases the identities of people enrolled in the Witness Protection Program. His current assignment is to protect Lee Cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. When Kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect Lee's.","Action,Drama,Mystery,Thriller",336843346.07
755,tt0116367,1.353504,19000000,From Dusk Till Dawn,"George Clooney,Quentin Tarantino,Harvey Keitel,Juliette Lewis,Ernest Liu",http://www.miramax.com/movie/from-dusk-till-dawn/,Robert Rodriguez,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.","Horror,Action,Thriller,Crime",35918496.04
199,tt0117731,1.323991,46000000,Star Trek: First Contact,"James Cromwell,Alfre Woodard,Alice Krige,Neal McDonough,Patrick Stewart",http://www.startrek.com/startrek/view/series/MOV/008/index.html,Jonathan Frakes,"The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy.","Science Fiction,Action,Adventure,Thriller",208532510.84
10061,tt0116225,0.891371999999999,50000000,Escape from L.A.,"Kurt Russell,Stacy Keach,Steve Buscemi,Pam Grier,Cliff Robertson",http://www.theofficialjohncarpenter.com/escape-from-la/,John Carpenter,"This time, a cataclysmic temblor hits Los Angeles, turning it into an island. The president views the quake as a sign from above, expels Los Angeles from the country and makes it a penal colony for those found guilty of moral crimes. When his daughter, part of a resistance movement, steals the control unit for a doomsday weapon, Snake again gets tapped to save the day.","Action,Adventure,Science Fiction,Thriller",58774700.50
9400,tt0117603,0.693264,9000000,Set  It Off,"Jada Pinkett Smith,Queen Latifah,Vivica A. Fox,Kimberly Elise,Blair Underwood",http://www.newline.com/properties/setitoff.html,F. Gary Gray,"Four Black women, all of whom have suffered for lack of money and at the hands of the majority, undertake to rob banks. While initially successful, a policeman who was involved in shooting one of the women's brothers is on their trail. As the women add to the loot, their tastes and interests begin to change and their suspicions of each other increase on the way to a climactic robbery.","Drama,Action,Crime",57820345.91
8818,tt0116250,0.576743999999999,55000000,Evita,"Madonna,Antonio Banderas,Jonathan Pryce,Jimmy Nail,Victoria Sus",http://en.wikipedia.org/wiki/Evita_(film),Alan Parker,"The hit musical based on the life of Evita Duarte, a B-movie Argentinian actress who eventually became the wife of Argentinian president and dictator Juan PerÃ³n, and the most beloved and hated woman in Argentina.","History,Drama,Music",196086149.23
10539,tt0116683,0.478051,38000000,James and the Giant Peach,"Miriam Margolyes,Joanna Lumley,Pete Postlethwaite,Susan Sarandon,Richard Dreyfuss",http://movies.disney.com/james-and-the-giant-peach,Henry Selick,"When the young orphan boy James spills a magic bag of crocodile tongues, he finds himself in possession of a giant peach that flies him away to strange lands.","Adventure,Animation,Family",40206825.32
3573,tt0116191,0.477489,6000000,Emma,"Gwyneth Paltrow,Toni Collette,Alan Cumming,Ewan McGregor,Jeremy Northam",http://www.miramax.com/movie/emma/,Douglas McGrath,"Emma Woodhouse is a congenial young lady who delights in meddling in other peopleâ€™s affairs. She is perpetually trying to unite men and women who are utterly wrong for each other. Despite her interest in romance, Emma is clueless about her own feelings, and her relationship with gentle Mr. Knightly.","Comedy,Drama,Romance",30906823.09
3065,tt0117128,0.117864,0,Mystery Science Theater 3000: The Movie,"Michael J. Nelson,Trace Beaulieu,Jim Mallon,Kevin Murphy,John Brady",http://www.mst3k.com/,Jim Mallon,"The mad and evil scientist, Dr. Clayton Forrester, has created an evil little scheme that is bound to give him world global domination but first things first. He plans to torment Mike Nelson and the robots by sending them a real stinker of a film to watch called, ""This Island Earth."" He is convinced that this movie will drive them insane. Will this be the ultimate cheese that breaks the boys' spirits?","Comedy,Science Fiction",0.00
77,tt0209144,3.095625,9000000,Memento,"Guy Pearce,Carrie-Anne Moss,Joe Pantoliano,Mark Boone Junior,Russ Fega",http://www.otnemem.com/,Christopher Nolan,"Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember.","Mystery,Thriller",50301043.22
8871,tt0170016,2.977558,123000000,How the Grinch Stole Christmas,"Jim Carrey,Taylor Momsen,Jeffrey Tambor,Christine Baranski,Bill Irwin",http://www.grinched.com/,Ron Howard,"Inside a snowflake exists the magical land of Whoville. In Whoville, live the Whos, an almost mutated sort of Munchkin-like people. All the Whos love Christmas, yet just outside of their beloved Whoville lives the Grinch. The Grinch is a nasty creature that hates Christmas, and plots to steal it away from the Whos, whom he equally abhors. Yet a small child, Cindy Lou Who, decides to try befriending the Grinch.","Family,Comedy,Fantasy",437049836.95
955,tt0120755,1.956406,125000000,Mission: Impossible II,"Tom Cruise,Dougray Scott,Thandie Newton,Ving Rhames,Richard Roxburgh",http://www.missionimpossible.com/,John Woo,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.","Adventure,Action,Thriller",691886948.73
3536,tt0141926,1.22950499999999,62000000,U-571,"Matthew McConaughey,Bill Paxton,Harvey Keitel,Jon Bon Jovi,David Keith",http://www.u-571.com/,Jonathan Mostow,"In the midst of World War II, the battle below the seas rages. The Nazi's have the upper edge as the Allies are unable to crack their war codes. That is, until a wrecked U-boat sends out an SOS signal, and the Allies realise this is their chance to seize the 'enigma coding machine'. But masquerading as Nazi's and taking over the U-boat is the smallest of their problems..","Action,Drama,Thriller,War",161662974.58
462,tt0195685,1.208034,52000000,Erin Brockovich,"Julia Roberts,Albert Finney,Aaron Eckhart,Marg Helgenberger,Cherry Jones",http://www.brockovich.com/movie.html,Steven Soderbergh,"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up.",Drama,324514308.59
2787,tt0134847,1.144594,23000000,Pitch Black,"Vin Diesel,Radha Mitchell,Cole Hauser,Rhiana Griffith,Lewis Fitz-Gerald",http://www.pitchblack.com/,David Twohy,"After crash-landing on a seemingly lifeless planet, pilot Carolyn Fry and the remaining passengers -- including murderer Riddick and policeman William J. Johns -- encounter an army of creatures whose only weakness is light. As night approaches and the aliens emerge, the passengers must rely on Riddick's powerful night vision to lead them through the darkness.","Thriller,Science Fiction,Action",67351113.17
10637,tt0210945,0.972719,30000000,Remember the Titans,"Denzel Washington,Will Patton,Ryan Hurst,Wood Harris,Hayden Panettiere",http://movies.disney.com/remember-the-titans,Boaz Yakin,"After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone â€“ tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into true champions.",Drama,173110594.66
5551,tt0186566,0.743732,65000000,Space Cowboys,"Clint Eastwood,Tommy Lee Jones,Donald Sutherland,James Garner,James Cromwell",http://movies.warnerbros.com/spacecowboys/index.html,Clint Eastwood,"Frank Corvin, â€˜Hawkâ€™ Hawkins, Jerry O'Neill and â€˜Tankâ€™ Sullivan were hotdog members of Project Daedalus, the Air Force's test program for space travel, but their hopes were dashed in 1958 with the formation of NASA and the use of trained chimps. They blackmail their way into orbit when Russia's mysterious â€˜Ikonâ€™ communications satellite's orbit begins to degrade and threatens to crash to Earth.","Action,Adventure,Thriller",163204960.02
1588,tt0204946,0.736173,28000000,Bring It On,"Kirsten Dunst,Jesse Bradford,Huntley Ritter,Eliza Dushku,Gabrielle Union",https://www.uphe.com/movies/bring-it-on,Peyton Reed,"The Toro cheerleading squad from Rancho Carne High School in San Diego has got spirit, spunk, sass and a killer routine that's sure to land them the national championship trophy for the sixth year in a row. But for newly-elected team captain, the Toros' road to total cheer glory takes a shady turn when she discovers that their perfectly-choreographed routines were in fact stolen.",Comedy,114536031.84
889,tt0158622,0.632783,83000000,The Flintstones in Viva Rock Vegas,"Mark Addy,Stephen Baldwin,Kristen Johnston,Jane Krakowski,Joan Collins",http://www.vivarockvegas.com/,Brian Levant,"The Flintstones are at it again. The Flintstones and the Rubbles head for Rock Vegas with Fred hoping to court the lovely Wilma. Nothing will stand in the way of love, except for the conniving Chip Rockefeller who is the playboy born in Baysville but who has made it in the cutthroat town of Rock Vegas. Will Fred win Wilma's love?","Science Fiction,Comedy,Family,Romance",75304207.69
19457,tt0138946,0.558581,0,The Yards,"Mark Wahlberg,Joaquin Phoenix,Charlize Theron,James Caan,Ellen Burstyn",https://www.miramax.com/movie/the-yards,James Gray,"In the rail yards of Queens, contractors repair and rebuild the city's subway cars. These contracts are lucrative, so graft and corruption are rife. When Leo Handler gets out of prison, he finds his aunt married to Frank Olchin, one of the big contractors; he's battling with a minority-owned firm for contracts.","Drama,Action,Thriller,Crime",0.00
11678,tt0190865,0.530739,75000000,Vertical Limit,"Chris O'Donnell,Robin Tunney,Bill Paxton,Scott Glenn,Izabella Scorupco",https://www.epicbuzz.net/movies/vertical-limit,Martin Campbell,"Trapped near the summit of K2, the world's second-highest mountain, Annie Garrett radios to base camp for help. Brother Peter hears Annie's message and assembles a team to save her and her group before they succumb to K2's unforgiving elements. But, as Annie lays injured in an icy cavern, the rescuers face several terrifying events that could end the rescue attempt -- and their lives.","Action,Adventure,Thriller",273093444.00
876,tt0142032,0.381729,20000000,Frank Herbert's Dune,"William Hurt,Alec Newman,Saskia Reeves,Ian McNeice,Giancarlo Giannini",http://www.scifi.com/dune_2k/,John Harrison,"A three part mini-series based on Frank Herbert's classic Science Fiction novel entailing politics, betrayal, lust, greed and the coming of a Messiah.","Action,Adventure,Fantasy,Science Fiction",0.00
4244,tt0219854,0.349034,65000000,The Kid,"Bruce Willis,Spencer Breslin,Emily Mortimer,Lily Tomlin,Chi McBride",http://movies.disney.com/the-kid,Jon Turteltaub,"Powerful businessman Russ Duritz is self-absorbed and immersed in his work. But by the magic of the moon, he meets Rusty, a chubby, charming 8-year-old version of himself who can't believe he could turn out so badly -- with no life and no dog. With Rusty's help, Russ is able to reconcile the person he used to dream of being with the man he's actually become.","Fantasy,Comedy,Family",88260560.37
20697,tt0217756,0.196668,24000000,Ready to Rumble,"David Arquette,Scott Caan,Oliver Platt,Rose McGowan,Bill Goldberg",http://readytorumble.warnerbros.com/flash.html,Brian Robbins,Two slacker wrestling fans are devastated by the ousting of their favorite character by an unscrupulous promoter.,"Action,Comedy,Drama",15667085.22
41275,tt0209264,0.251747,0,Python,"Casper Van Dien,Robert Englund,William Zabka,Dana Barron,Sara Mornell",http://www.ufofilm.com/?show=films&type=library&id=62,Richard Clabaugh,"Sleepy New Haven California is a small town with a big problem. A sixty foot slithering horror has arrived and shattered the town's tranquillity on it's path of death and destruction... Growing violent and more savage with each attack the gigantic creature soon becomes an unstoppable feeding machine raging beyond control of it's creator, leaving only the stripped bones of it's victims in it's wake.","Thriller,Comedy,Horror,Science Fiction",0.00
17908,tt0156812,0.378034,7000000,My Dog Skip,"Frankie Muniz,Diane Lane,Kevin Bacon,Luke Wilson,Chaon Cross",http://mydogskip.warnerbros.com/,Jay Russell,"A shy boy is unable to make friends in Yazoo City, Mississippi in 1942, until his parents give him a terrier puppy for his ninth birthday. The dog, which he names Skip, becomes well known and loved throughout the community and enriches the life of the boy, Willie, as he grows into manhood. Based on the best-selling Mississippi memoir by the late Willie Morris.","Comedy,Drama,Family",0.00
21355,tt0149624,0.08429,57000000,All the Pretty Horses,"Matt Damon,Henry Thomas,PenÃ©lope Cruz,Sam Shepard,Robert Patrick",http://alltheprettyhorses.com/,Billy Bob Thornton,"The year is 1949. A young Texan named John Grady finds himself without a home after his mother sells the ranch where he has spent his entire life. Lured south of the border by the romance of cowboy life and the promise of a fresh start, Cole and his pal embark on an adventure that will test their resilience, define their maturity, and change their lives forever.","Drama,Romance,Western",0.00
